"Tipo_muestra","Orden","ruc","RAZON_SOCIAL","NOMBRE_COMERCIAL","CODIGO_ORGANIZACION_LEGAL","ORGANIZACION_LEGAL","CODIGO_CATESTAB","TIPESTAB","CODIGO_EMPRESA_TIPO","EMPRESA_TIPO","CODIGO_EMPRESA_ESTADO","EMPRESA_ESTADO","CODIGO_ESTADO_HABIDO","ESTADO_HABIDO","UBIGEO","NOMDEP","NOMPROV","NOMDIST","codigo de distrito","CIIU_V3","CIIU_V4","ANIO_CONSTITUCION","ANIO_APERTURA","ANIO_CIERRE","CODIGO_REG_PROPIEDAD","REG_PROPIEDAD","CODIGO_ACTIV_COMERCIO_EXTERIOR","ACTIV_COMERCIO_EXTERIOR","Estado","DESC_ESTADO","DESC_VIA_OTRO","DESC_CONDICION_DOMICILIO","CAPITAL","Region","CODODEI","ODEI","Cono","Descripcion_CIIU","COD_DIVISION","DESCRIP_DIVISION","ESTRATO_INNOVA","COD_SECTOR","SECTOR_CENEC","ID","veneta_mill","tot_vent","part_ing","prob","weight","eeee"
"2","14582","20603341652","GRUPO DAFORM S.A.C.","","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","2221","1811","","2018","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Impresión","18","Impresión y reproducción de grabaciones","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.9000","254687821824",",000353373790858",",03","29.41","29,41"
"2","14642","20603929641","DOCTO DIGITAL S.A.","","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7220","6202","","2018","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Consultoría de informática y de gestión de instalaciones informáticas","62","Programación informática, consultoría de informática y actividades conexas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.9000","254687821824",",000353373790858",",03","29.61","29,61"
"2","14661","20604105324","NUTRIMENTOS TECHNOLOGI S.R.L.- NUTRITECH S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","40104","AREQUIPA","AREQUIPA","CERRO COLORADO","4","1533","1080","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA LIBERTAD","04 Arequipa","5","Arequipa","","Elaboración de piensos preparados para animales","10","Elaboración de productos alimenticios","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.9000","254687821824",",000353373790858",",03","29.87","29,87"
"2","14692","20604543518","AKMA E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150601","LIMA","HUARAL","HUARAL","01","7499","7490","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","HUARAL","15 Lima Provincias","27","Huacho","","Otras actividades profesionales, científicas y técnicas n.c.p.","74","Otras actividades profesionales, científicas y técnicas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.9000","254687821824",",000353373790858",",03","29.36","29,36"
"2","14728","20604979189","CONSORCIO PUENTES 10","","40","CONTRATOS COLABORACION EMPRESARIAL","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7421","7110","","2019","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.9000","254687821824",",000353373790858",",03","29.8","29,80"
"2","14729","20604984859","CONSORCIO VIAL VILLA RICA","","40","CONTRATOS COLABORACION EMPRESARIAL","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7421","7110","","2019","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.9000","254687821824",",000353373790858",",03","29.8","29,80"
"2","14768","20605359737","CONSTRUCTORA E INMOBILIARIA IMAGEN URBANA SOCIEDAD ANONIMA CERRADA-CONSTRUCTORA E INMOBILIARIA IMAGE","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150136","LIMA","LIMA","SAN MIGUEL","36","7421","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN MIGUEL","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.9000","254687821824",",000353373790858",",03","29.8","29,80"
"2","14823","20606207914","HY ASESORES S.A.C.","","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7414","7020","","2020","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de consultoría de gestión","70","Actividades de oficinas principales; actividades de consultoría de gestión","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.9000","254687821824",",000353373790858",",03","29.98","29,98"
"2","14834","20555544716","TRUE CPA GROUP PERU S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","7412","6920","","2013","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal","69","Actividades jurídicas y de contabilidad","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8993","254687821824",",000353113078745",",03","29.89","29,89"
"2","14836","20601952964","INDUSTRIAS METALICAS JML ALEJANDRO S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","30506","APURIMAC","COTABAMBAS","CHALLHUAHUACHO","6","2811","2511","","2017","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CHALLHUAHUACHO","03 Apurimac","4","Abancay","","Fabricación de productos metálicos para uso estructural","25","Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.8985","254687821824",",000352777366061",",03","29.92","29,92"
"2","14838","20507834052","ALE GRAF SOCIEDAD ANONIMA CERRADA","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","2221","1811","","2003","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Impresión","18","Impresión y reproducción de grabaciones","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.8979","254687821824",",000352548056981",",03","29.41","29,41"
"2","14917","20543872297","MSM EMPRESAS & NEGOCIOS E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","6023","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8643","254687821824",",000339372723829",",03","29.8","29,80"
"2","14931","10103154931","FLORES RAZURI MARCO ANTONIO","-","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","150130","LIMA","LIMA","SAN BORJA","30","7421","7110","2005","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN FRANCISCO DE BORJA","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8584","254687821824",",000337046745699",",03","29.8","29,80"
"2","14952","20134094631","SUMINISTROS CIARA S.R.LTDA","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150141","LIMA","LIMA","SURQUILLO","41","1920","1520","1991","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SURQUILLO","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de calzado","15","Fabricación de productos de cuero y productos conexos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.8526","254687821824",",000334756099619",",08","13","13,00"
"2","14962","20306614780","INVERSIONES Y CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA - INCONGENSA S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150709","LIMA","HUAROCHIRI","HUAROCHIRI","09","2899","3020","1997","1996","","1","EMPRESA PRIVADA NACIONAL","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","HUAROCHIRI","15 Lima Provincias","27","Huacho","","Fabricación de locomotoras y material rodante","30","Fabricación de otro equipo de transporte","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.8488","254687821824",",000333270756528",",24","4.17","4,17"
"2","14964","20549318917","TRECE PRODUCCIONES S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7430","7310","","1901","","99","No conocido","2","EXPORTADOR","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Publicidad","73","Publicidad y estudios de mercado","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8479","254687821824",",000332923664246",",03","30","30,00"
"2","14990","10292274063","ALEMAN PADRON GLENNY ROSA ZUNDINA","-","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","40129","AREQUIPA","AREQUIPA","JOSE LUIS BUSTAMANTE Y RIVERO","9","7411","6910","","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CIUDAD SATELITE","04 Arequipa","5","Arequipa","","Actividades jurídicas","69","Actividades jurídicas y de contabilidad","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8374","254687821824",",000328812748194",",03","29.89","29,89"
"2","14995","20197543672","ASOCIACION PARA LA INVESTIGACION Y DESARROLLO INTEGRAL","-","11","ASOCIACION","2","PRINCIPAL(MATRIZ)- UNICA","3","Personal Jurídica Privada sin Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7310","7210","1993","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería","72","Investigación científica y desarrollo","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8362","254687821824",",000328327034367",",24","4.08","4,08"
"2","15022","20122562990","PROPISER S.A.C.","","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","70104","CALLAO","CALLAO","LA PERLA","4","2424","3312","","1992","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA PERLA","07 Callao","15","Lima","5 Provincia Constitucional del Callao","Reparación de maquinaria","33","Reparación e instalación de maquinaria y equipo","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.8250","254687821824",",000323920074152",",03","29.14","29,14"
"2","15027","20510583567","INNOVACION QUIMICA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150116","LIMA","LIMA","LINCE","16","1729","1399","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","LINCE","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de otros productos textiles n.c.p.","13","Fabricación de productos textiles","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.8230","254687821824",",000323137152009",",03","29","29,00"
"2","15071","20463541419","CLIMBER S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150108","LIMA","LIMA","CHORRILLOS","08","7129","7490","2000","1901","","1","EMPRESA PRIVADA NACIONAL","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","CHORRILLOS","15 Provincia de Lima","15","Lima","4 Sur","Otras actividades profesionales, científicas y técnicas n.c.p.","74","Otras actividades profesionales, científicas y técnicas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8091","254687821824",",000317687343340",",03","29.36","29,36"
"2","15084","20508520671","CONSULTORES PARA DECISIONES ESTRATEGICAS SOCIEDAD ANONIMA CERRADA","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150104","LIMA","LIMA","BARRANCO","04","7414","7020","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","BARRANCO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de consultoría de gestión","70","Actividades de oficinas principales; actividades de consultoría de gestión","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.8037","254687821824",",000315550219966",",03","29.98","29,98"
"2","15116","20102164866","MIGUEL LUDOWIEG S A","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150142","LIMA","LIMA","VILLA EL SALVADOR","42","1549","1079","1990","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","VILLA EL SALVADOR","15 Provincia de Lima","15","Lima","4 Sur","Elaboración de otros productos alimenticios n.c.p.","10","Elaboración de productos alimenticios","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7939","254687821824",",000311727897497",",03","29.87","29,87"
"2","15121","20512434984","B & S INDUSTRIAS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150115","LIMA","LIMA","LA VICTORIA","15","3610","3100","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA VICTORIA","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de muebles","31","Fabricación de muebles","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7923","254687821824",",000311081617838",",03","29","29,00"
"2","15130","10157255652","LOPEZ HIDALGO PAOLO CHYSTIAN","","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","150801","LIMA","HUAURA","HUACHO","01","2732","2399","","1998","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","HUACHO","15 Lima Provincias","27","Huacho","","Fabricación de otros productos minerales no metálicos n.c.p.","23","Fabricación de otros productos minerales no metálicos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7893","254687821824",",000309911178192",",03","29.33","29,33"
"2","15163","20601641501","COMPAÑIA PERUANA DEL ALGODON PIMA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150115","LIMA","LIMA","LA VICTORIA","15","1729","1410","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","LA VICTORIA","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de prendas de vestir, excepto prendas de piel","14","Fabricación de prendas de vestir","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7781","254687821824",",000305516383378",",03","30.03","30,03"
"2","15201","20506605831","VENKIZMET PERU S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","7290","6209","2003","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de tecnología de la información y servicios informáticos","62","Programación informática, consultoría de informática y actividades conexas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.7617","254687821824",",000299082224956",",03","29.61","29,61"
"2","15210","20518769112","INVERSIONES  Y SERVICIOS CINEYCER S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","9309","7490","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Otras actividades profesionales, científicas y técnicas n.c.p.","74","Otras actividades profesionales, científicas y técnicas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.7597","254687821824",",000298291066429",",03","29.36","29,36"
"2","15263","20509493465","POWERTEK INDUSTRIAL E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150143","LIMA","LIMA","VILLA MARIA DEL TRIUNFO","43","3190","2790","","2004","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","VILLA MARIA DEL TRIUNFO","15 Provincia de Lima","15","Lima","4 Sur","Fabricación de otros tipos de equipo eléctrico","27","Fabricación de equipo eléctrico","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7449","254687821824",",000292475713650",",07","13.57","13,57"
"2","15277","20255101430","REAL BAGUETTE SRL","SIN INFORMACION","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150115","LIMA","LIMA","LA VICTORIA","15","1541","1071","1994","1994","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA VICTORIA","15 Provincia de Lima","15","Lima","2 Centro","Elaboración de productos de panadería","10","Elaboración de productos alimenticios","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7402","254687821824",",000290638156002",",03","29.87","29,87"
"2","15287","20492673804","LABORATORIOS  LABODEC  S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","2423","2100","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","21","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7368","254687821824",",000289300834993",",18","5.46","5,46"
"2","15289","20511009210","FENITEX S.A.C.","","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150115","LIMA","LIMA","LA VICTORIA","15","1810","1410","","2005","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA VICTORIA","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de prendas de vestir, excepto prendas de piel","14","Fabricación de prendas de vestir","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7361","254687821824",",000289010669803",",03","30.03","30,03"
"2","15304","20536781731","VISION LINK SAC","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7430","7310","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Publicidad","73","Publicidad y estudios de mercado","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.7311","254687821824",",000287058472168",",03","30","30,00"
"2","15328","20601063035","SERVICIO DE INGENIERIA Y MANTENIMIENTO DE TRANSFORMADORES SIMAT S.A.C. - SIMAT S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","7421","3314","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Reparación de equipo eléctrico","33","Reparación e instalación de maquinaria y equipo","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7220","254687821824",",000283465051325",",03","29.14","29,14"
"2","15332","20549497404","DIMISA PERU S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150113","LIMA","LIMA","JESUS MARIA","13","3110","2824","","1901","","99","No conocido","1","IMPORTADOR","0","ACTIVO","","HABIDO","JESUS MARIA","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción","28","Fabricación de maquinaria y equipo n.c.p.","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7202","254687821824",",000282788561890",",04","27.77","27,77"
"2","15387","20566093937","FADIMESA SOCIEDAD ANONIMA CERRADA-FADIMESA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150110","LIMA","LIMA","COMAS","10","2899","3100","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA LIBERTAD","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de muebles","31","Fabricación de muebles","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.7022","254687821824",",000275725382380",",03","29","29,00"
"2","15456","20565872843","CM2 INGENIERIA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150116","LIMA","LIMA","LINCE","16","7421","7110","","2014","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LINCE","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.6776","254687821824",",000266039016424",",03","29.8","29,80"
"2","15503","20507758526","PANTIGOSO & ASOCIADOS ABOGADOS - CONSULTORES S. CIVIL DE R.L.","-","9","SOCIEDAD IRREGULAR","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150130","LIMA","LIMA","SAN BORJA","30","7411","6910","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN FRANCISCO DE BORJA","15 Provincia de Lima","15","Lima","2 Centro","Actividades jurídicas","69","Actividades jurídicas y de contabilidad","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.6619","254687821824",",000259876193013",",03","29.89","29,89"
"2","15509","20559856691","C & S ESTRUCTURAS DIVERSAS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","01","7430","7310","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","MLC. MALECON|","HABIDO","TRUJILLO","13 La Libertad","13","Trujillo","","Publicidad","73","Publicidad y estudios de mercado","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","0.6602","254687821824",",000259229127550",",03","30","30,00"
"2","15512","20601144922","EL BUEN GUSTO ANCKY E.I.R.L","","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150134","LIMA","LIMA","SAN LUIS","34","1541","1071","","2016","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN LUIS","15 Provincia de Lima","15","Lima","3 Este","Elaboración de productos de panadería","10","Elaboración de productos alimenticios","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","0.6598","254687821824",",000259052438196",",03","29.87","29,87"
